Student_ID,Dropout,Risk_Score,Risk_Level,Risk_Reasons,Recommendations
6212,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
6213,0,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần dưới 75%; Nộp bài trễ từ 3 ngày trở lên,Theo dõi kết quả học tập trong học kỳ tiếp theo; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6214,1,0,Thấp,Không phát hiện yếu tố rủi ro đáng kể,Tiếp tục theo dõi định kỳ
6215,0,3,Trung bình,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ
6216,0,1,Thấp,Nộp bài trễ từ 3 ngày trở lên,Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6217,1,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
6218,0,1,Thấp,Nộp bài trễ từ 3 ngày trở lên,Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6219,1,1,Thấp,Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn cân bằng thời gian làm thêm và học tập
6220,0,5,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet,Theo dõi kết quả học tập trong học kỳ tiếp theo; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
6221,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Thời gian tự học dưới 2 giờ mỗi ngày,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Hỗ trợ xây dựng thời gian biểu học tập
6222,1,4,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
6223,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6224,0,7,Cao,GPA dưới 2.0; Mức độ căng thẳng cao; Nộp bài trễ từ 3 ngày trở lên; Không có điều kiện truy cập Internet,Tư vấn học tập và lập kế hoạch cải thiện GPA; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
6225,0,2,Thấp,Tỷ lệ chuyên cần dưới 75%,Liên hệ sinh viên và xác định nguyên nhân nghỉ học
6226,1,4,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
6227,1,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Tư vấn cân bằng thời gian làm thêm và học tập
6228,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Tư vấn cân bằng thời gian làm thêm và học tập
6229,1,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
6230,1,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cao; Nộp bài trễ từ 3 ngày trở lên,Theo dõi kết quả học tập trong học kỳ tiếp theo; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6231,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
6232,0,3,Trung bình,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ
6233,0,4,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
6234,0,1,Thấp,GPA từ 2.0 đến dưới 2.5,Theo dõi kết quả học tập trong học kỳ tiếp theo
6235,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
6236,0,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Thời gian tự học dưới 2 giờ mỗi ngày; Nộp bài trễ từ 3 ngày trở lên,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Hỗ trợ xây dựng thời gian biểu học tập; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6237,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
6238,1,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
6239,0,1,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
6240,0,4,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ
6241,0,3,Trung bình,Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Không có điều kiện truy cập Internet,Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
6242,0,3,Trung bình,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ
6243,0,1,Thấp,Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn cân bằng thời gian làm thêm và học tập
6244,1,4,Trung bình,GPA dưới 2.0; Nộp bài trễ từ 3 ngày trở lên,Tư vấn học tập và lập kế hoạch cải thiện GPA; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6245,0,5,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
6246,0,2,Thấp,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cần theo dõi,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi mức độ căng thẳng định kỳ
6247,0,4,Trung bình,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6248,0,5,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
6249,0,1,Thấp,Mức độ căng thẳng cần theo dõi,Theo dõi mức độ căng thẳng định kỳ
6250,1,8,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
6251,1,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ
6252,0,1,Thấp,Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn cân bằng thời gian làm thêm và học tập
6253,0,4,Trung bình,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
6254,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
6255,0,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi,Theo dõi kết quả học tập trong học kỳ tiếp theo; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ
6256,0,8,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
6257,0,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6258,1,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cao,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
6259,0,5,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
6260,1,1,Thấp,Mức độ căng thẳng cần theo dõi,Theo dõi mức độ căng thẳng định kỳ
6261,1,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6262,0,5,Trung bình,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
6263,0,2,Thấp,Mức độ căng thẳng cao,Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
6264,0,1,Thấp,Nộp bài trễ từ 3 ngày trở lên,Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
6265,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
